Type,Title,Date Added,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,Genres,Rating,_merge,Original Network,Netflix Exclusive Regions,Original
Movie,One Day,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Comedy,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,\N,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Comedy,Short",6.5,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Animation,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Action,Crime,Drama",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Romance",7.0,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Comedy,Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Thriller,7.6,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Animation,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Documentary,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Mystery,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Comedy,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Animation,Short",6.8,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",8.0,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Music,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Comedy,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Biography,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Short,Thriller",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Family,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Music,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,News,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Family,History",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",5.0,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Romance,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Romance",7.7,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Action,Drama,History",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Adventure,-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Documentary,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,"Drama,Short,Thriller",-,both,-,-,False
Movie,One Day,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,Phobia 2,2018,-,-,-,-,-,-,Thriller,-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Short,4.9,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Fantasy,Short",6.6,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Horror,Mystery,Thriller",7.1,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Horror,Mystery,Thriller",5.2,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Horror,5.5,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Crime,Mystery,Short",7.6,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Short,Thriller",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Horror,Short",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Drama,Short",8.2,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Drama,Short",5.3,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Drama,Short",5.5,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Drama,7.0,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Animation,Fantasy,Mystery",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Thriller,7.7,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Drama,Family,Thriller",7.2,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Crime,Drama,Mystery",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Short,Thriller",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Short,Thriller",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Horror,Sci-Fi,Short",5.6,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Horror,Thriller",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Crime,Mystery,Short",7.2,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Crime,Horror",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Drama,Romance,Short",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Sci-Fi,Short",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Thriller,-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Drama,Mystery,Sci-Fi",-,both,-,-,False
Movie,Shutter,2018,-,-,-,-,-,-,"Crime,Drama,Horror",-,both,-,-,False
Movie,Suckseed,2018,-,-,-,-,-,-,-,-,left_only,-,-,False
Movie,Carrie Pilby,2017,-,-,-,-,-,-,"Comedy,Drama",6.6,both,-,-,False
Movie,Marc Maron: Too Real,2017,-,-,-,-,-,-,Comedy,7.1,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,"Action,Thriller",3.9,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,"Drama,Horror,Thriller",5.4,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,Thriller,-,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,Documentary,6.8,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,"Horror,Sci-Fi,Short",-,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,"Drama,Short",-,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,"Drama,Short",-,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,Short,-,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,"Comedy,Drama,Romance",7.2,both,-,-,False
TV Show,No Tomorrow,2017,7+,7.2,1.0,0.0,0.0,0.0,\N,-,both,-,-,False
Movie,Saawan,2019,-,-,-,-,-,-,"Drama,Thriller",7.1,both,-,-,False
Movie,The Heretics,2019,-,-,-,-,-,-,"Biography,Documentary,History",8.5,both,-,-,False
Movie,The Heretics,2019,-,-,-,-,-,-,\N,-,both,-,-,False
Movie,The Heretics,2019,-,-,-,-,-,-,"Fantasy,Horror",4.7,both,-,-,False
Movie,The World We Make,2019,-,-,-,-,-,-,Drama,4.8,both,-,-,False
Movie,Watchman,2019,-,-,-,-,-,-,Drama,6.6,both,-,-,False
Movie,Watchman,2019,-,-,-,-,-,-,"Comedy,Drama,Fantasy",4.6,both,-,-,False
Movie,Watchman,2019,-,-,-,-,-,-,"Music,Short",-,both,-,-,False
Movie,Watchman,2019,-,-,-,-,-,-,Thriller,5.3,both,-,-,False
Movie,Watchman,2019,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,Black Panther,2018,-,-,-,-,-,-,"Documentary,Short",7.1,both,-,-,False
Movie,Black Panther,2018,-,-,-,-,-,-,"Action,Adventure,Animation",7.2,both,-,-,False
Movie,Black Panther,2018,-,-,-,-,-,-,"Action,Adventure,Sci-Fi",7.3,both,-,-,False
Movie,Black Panther,2018,-,-,-,-,-,-,"Action,Sci-Fi",4.5,both,-,-,False
Movie,Black Panther,2018,-,-,-,-,-,-,Adult,-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Documentary,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Documentary,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Animation,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Documentary,Family,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,Comedy,6.1,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Animation,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Comedy,Drama,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Comedy,Drama,Romance",6.8,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Comedy,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,Comedy,-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Comedy,Short",-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,Short,-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,Documentary,-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,Documentary,-,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,Reality-TV,7.5,both,-,-,False
Movie,Man Up,2018,-,-,-,-,-,-,"Documentary,Short",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Crime,Drama,Mystery",7.3,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Music,Sci-Fi",8.0,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,\N,-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Drama,Fantasy,Mystery",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Drama,Short",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Action,Crime,Mystery",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,Short,-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,Sci-Fi,-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Action,Short",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Sci-Fi,Short",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Fantasy,Sci-Fi",4.7,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,Sci-Fi,6.3,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Sci-Fi,Short",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Drama,Fantasy,Mystery",7.5,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Drama,Horror,Sci-Fi",8.8,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Comedy,Romance,Sci-Fi",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,Comedy,-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Fantasy,Horror,Sci-Fi",7.2,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Documentary,News,Talk-Show",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,Drama,-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,Music,-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Drama,Short",-,both,-,-,False
TV Show,Frequency,2017,7+,7.5,1.0,0.0,0.0,0.0,"Drama,Short",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Crime,Drama,Mystery",7.3,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Music,Sci-Fi",8.0,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,\N,-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Drama,Fantasy,Mystery",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Drama,Short",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Action,Crime,Mystery",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,Short,-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,Sci-Fi,-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Action,Short",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Sci-Fi,Short",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Fantasy,Sci-Fi",4.7,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,Sci-Fi,6.3,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Sci-Fi,Short",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Drama,Fantasy,Mystery",7.5,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Drama,Horror,Sci-Fi",8.8,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Comedy,Romance,Sci-Fi",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,Comedy,-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Fantasy,Horror,Sci-Fi",7.2,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Documentary,News,Talk-Show",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,Drama,-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,Music,-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Drama,Short",-,both,-,-,False
TV Show,Frequency,2017,-,-,0.0,0.0,1.0,0.0,"Drama,Short",-,both,-,-,False
Movie,Mo Gilligan: Momentum,2019,-,-,-,-,-,-,Comedy,6.2,both,-,-,False
TV Show,Adam Ruins Everything,2018,16+,8.0,1.0,0.0,0.0,0.0,"Animation,Comedy,History",8.1,both,-,-,False
TV Show,Ben 10,2018,7+,2.5,1.0,0.0,0.0,0.0,"Action,Adventure,Animation",7.1,both,-,-,False
TV Show,Ben 10,2018,7+,2.5,1.0,0.0,0.0,0.0,"Action,Adventure,Animation",2.5,both,-,-,False
TV Show,Ben 10,2018,7+,7.2,0.0,1.0,0.0,0.0,"Action,Adventure,Animation",7.1,both,-,-,False
TV Show,Ben 10,2018,7+,7.2,0.0,1.0,0.0,0.0,"Action,Adventure,Animation",2.5,both,-,-,False
Movie,Big Miracle,2018,-,-,-,-,-,-,"Biography,Drama,Family",6.5,both,-,-,False
TV Show,Christiane Amanpour: Sex & Love Around the World,2018,18+,7.4,1.0,0.0,0.0,0.0,Documentary,7.3,both,-,-,False
TV Show,The Eighties,2018,-,8.3,1.0,0.0,0.0,0.0,Family,-,both,-,-,False
TV Show,The Eighties,2018,-,8.3,1.0,0.0,0.0,0.0,"Documentary,History",8.3,both,-,-,False
TV Show,The Nineties,2018,7+,8.2,1.0,0.0,0.0,0.0,Documentary,8.2,both,-,-,False
TV Show,The Seventies,2018,7+,8.3,1.0,0.0,0.0,0.0,"Documentary,History",8.3,both,-,-,False
TV Show,We Bare Bears,2018,7+,7.9,1.0,1.0,0.0,0.0,"Adventure,Animation,Comedy",8.0,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,Comedy,4.9,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,"Comedy,Documentary,Drama",8.9,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,"Documentary,Family,History",-,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,Sci-Fi,-,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,Comedy,-,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,Documentary,-,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,Drama,-,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,"Biography,Documentary",-,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,Comedy,-,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,Comedy,5.5,both,-,-,False
Movie,The Mayor,2017,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
TV Show,The Royal House of Windsor,2017,16+,7.4,1.0,0.0,0.0,0.0,History,7.5,both,-,-,False
Movie,Amanda Knox,2016,-,-,-,-,-,-,"Crime,Drama",5.7,both,Netflix,Worldwide,True
Movie,Amanda Knox,2016,-,-,-,-,-,-,"Crime,Documentary",6.9,both,Netflix,Worldwide,True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Fantasy,Romance",5.1,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Animation,Short",6.7,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Reality-TV,Romance",8.9,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Romance",3.4,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,Short,-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,Romance,7.8,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Documentary,Short",8.7,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Short",6.9,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,Documentary,-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama,Short",6.0,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama,Romance",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Romance",5.2,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama,Romance",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,Comedy,8.1,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Romance",4.7,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Music,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Short,Thriller",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Fantasy,Short",2.2,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Fantasy,Romance",5.1,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Animation,Short",6.7,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Reality-TV,Romance",8.9,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Romance",3.4,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,Short,-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,Romance,7.8,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Documentary,Short",8.7,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Short",6.9,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,Documentary,-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama,Short",6.0,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama,Romance",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Romance",5.2,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama,Romance",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,Comedy,8.1,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Romance",4.7,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Music,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Comedy,Drama,Short",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Short,Thriller",-,both,Channel 4,"Worldwide
",True
TV Show,Lovesick,2018,18+,8.1,1.0,0.0,0.0,0.0,"Fantasy,Short",2.2,both,Channel 4,"Worldwide
",True
Movie,The Debt Collector,2018,-,-,-,-,-,-,"Action,Crime,Thriller",6.6,both,-,-,False
Movie,The Debt Collector,2018,-,-,-,-,-,-,"Crime,Drama,Mystery",8.2,both,-,-,False
Movie,The Debt Collector,2018,-,-,-,-,-,-,"Crime,Short",-,both,-,-,False
Movie,The Debt Collector,2018,-,-,-,-,-,-,"Drama,Sci-Fi,Short",8.2,both,-,-,False
Movie,The Debt Collector,2018,-,-,-,-,-,-,"Drama,Short",7.7,both,-,-,False
Movie,The Debt Collector,2018,-,-,-,-,-,-,Crime,-,both,-,-,False
Movie,The Debt Collector,2018,-,-,-,-,-,-,"Horror,Short",-,both,-,-,False
Movie,The Debt Collector,2018,-,-,-,-,-,-,"Action,Comedy",5.7,both,-,-,False
Movie,Act of Vengeance,2018,-,-,-,-,-,-,"Crime,Drama,Horror",5.5,both,-,-,False
Movie,Act of Vengeance,2018,-,-,-,-,-,-,"Biography,Crime,Drama",6.1,both,-,-,False
Movie,Paradise Lost,2018,-,-,-,-,-,-,"Drama,Short",-,both,-,-,False
Movie,Paradise Lost,2018,-,-,-,-,-,-,Adult,6.8,both,-,-,False
Movie,Paradise Lost,2018,-,-,-,-,-,-,"Drama,Mystery,Sci-Fi",4.7,both,-,-,False
Movie,Paradise Lost,2018,-,-,-,-,-,-,Documentary,8.1,both,-,-,False
Movie,Paradise Lost,2018,-,-,-,-,-,-,"Animation,Short",7.4,both,-,-,False
Movie,Paradise Lost,2018,-,-,-,-,-,-,"Adult,Drama,Fantasy",8.2,both,-,-,False
Movie,Paradise Lost,2018,-,-,-,-,-,-,Documentary,8.3,both,-,-,False
