Title,Date_Added,Age,Netflix,Hulu,Prime Video,Disney+,Original Network,Netflix Exclusive Regions,Original,Type,Genre,Rating
Speechless,-,7+,0,1,0,0,-,-,False,tvSeries,Comedy,7.6
Speechless,-,7+,0,1,0,0,-,-,False,movie,Documentary,-
Speechless,-,7+,0,1,0,0,-,-,False,movie,Drama,6.7
Star Wars: The Force Awakens,-,13+,0,0,0,1,-,-,False,-,-,-
Stevie D,-,-,0,0,1,0,-,-,False,movie,"Comedy,Crime,Drama",4.9
Stingray,-,-,0,0,1,0,-,-,False,movie,"Crime,Drama,Mystery",-
Stingray,-,-,0,0,1,0,-,-,False,tvSeries,"Action,Adventure,Family",7.3
Stingray,-,-,0,0,1,0,-,-,False,tvSeries,"Crime,Drama,Mystery",7.4
Stingray,-,-,0,0,1,0,-,-,False,movie,"Action,Comedy,Crime",5.6
Stingray,-,-,0,0,1,0,-,-,False,movie,Action,-
"Tad, the Lost Explorer",-,7+,0,0,1,0,-,-,False,-,-,-
Tatiana's Night,-,-,0,0,1,0,-,-,False,-,-,-
Teen Beach Movie,-,7+,0,0,0,1,-,-,False,-,-,-
The Bell Witch Haunting,-,-,0,0,1,0,-,-,False,movie,"Biography,Horror",3.6
The Big Vote,-,-,0,1,0,0,-,-,False,-,-,-
The Black Kung Fu Experience,-,-,0,0,1,0,-,-,False,movie,"Documentary,History",6.5
The Bonnie Parker Story,-,-,0,0,1,0,-,-,False,movie,"Biography,Crime,Film-Noir",6.0
"The Butterfly, the Harp and the Timepiece",-,-,0,0,1,0,-,-,False,-,-,-
The House of the Devil,-,18+,0,0,1,0,-,-,False,movie,Horror,6.4
The Interrogation of Tony Martin,-,-,0,0,1,0,-,-,False,-,-,-
The Jones Family Will Make a Way,-,-,0,0,1,0,-,-,False,movie,"Documentary,Drama,Family",8.9
The Lizzie McGuire Movie,-,7+,0,0,0,1,-,-,False,movie,"Adventure,Comedy,Family",5.5
The Man Who Killed Hitler and Then the Bigfoot,-,18+,0,1,0,0,-,-,False,-,-,-
The Middle,-,7+,0,1,0,0,-,-,False,tvSeries,Comedy,7.5
The Prince Who Turns into a Frog,2016,-,1,0,0,0,-,-,False,-,-,-
The Quiet Family,-,-,0,0,1,0,-,-,False,-,-,-
The Rise & Fall of Penn Station,-,-,0,0,1,0,-,-,False,-,-,-
The Shadow Returns,-,-,0,0,1,0,-,-,False,movie,"Comedy,Crime,Mystery",5.7
The Sound of Your Heart: Reboot,2018,7+,1,0,0,0,-,-,False,-,-,-
Thru: The Hereafter Remains Unknown,-,-,0,0,1,0,-,-,False,movie,Drama,6.2
Time Lock,-,-,0,0,1,0,-,-,False,movie,Thriller,6.0
To All My Friends On Shore,-,-,0,0,1,0,-,-,False,-,-,-
Tremors 6: A Cold Day in Hell,2018,-,-,-,-,-,-,-,False,-,-,-
Two Sentence Horror Stories,2019,-,1,0,0,0,-,-,False,tvSeries,Horror,5.4
Ujala,2017,-,1,0,0,0,-,-,False,movie,"Crime,Drama,Romance",6.3
Ujala,2017,-,1,0,0,0,-,-,False,movie,\N,-
Ujala,2017,-,1,0,0,0,-,-,False,movie,Drama,-
Unseen,-,-,0,0,1,0,-,-,False,movie,Drama,-
Unseen,-,-,0,0,1,0,-,-,False,movie,"Crime,Documentary",7.0
Unseen,-,-,0,0,1,0,-,-,False,movie,Thriller,-
Unseen,-,-,0,0,1,0,-,-,False,movie,"Action,Horror",-
Unseen,-,-,0,0,1,0,-,-,False,tvSeries,Documentary,-
Wandering Off,-,-,0,0,1,0,-,-,False,movie,Drama,5.6
Wild Combination: A Portrait of Arthur Russell,-,-,0,0,1,0,-,-,False,movie,"Documentary,Romance",7.5
Wish Upon,-,13+,0,0,1,0,-,-,False,movie,"Drama,Fantasy,Horror",5.0
Wizards of Waverly Place: The Movie,-,7+,0,0,0,1,-,-,False,-,-,-
Wolves in the Snow,-,-,0,0,1,0,-,-,False,-,-,-
Yardbird,-,-,0,0,1,0,-,-,False,-,-,-
89,-,-,1,0,0,0,-,-,False,movie,Sport,7.7
89,-,-,1,0,0,0,-,-,False,movie,"Crime,Mystery,Thriller",6.5
A Close Call for Boston Blackie,-,-,0,0,1,0,-,-,False,movie,"Crime,Drama,Mystery",6.1
Acts of Violence,-,18+,0,0,1,0,-,-,False,movie,"Crime,Drama,Thriller",5.7
Acts of Violence,-,18+,0,0,1,0,-,-,False,movie,"Action,Crime,Drama",5.2
Adopted,-,all,0,0,1,0,-,-,False,tvSeries,Drama,-
Adopted,-,all,0,0,1,0,-,-,False,movie,Comedy,-
Adopted,-,all,0,0,1,0,-,-,False,movie,"Documentary,Family",7.3
Adopted,-,all,0,0,1,0,-,-,False,movie,Comedy,-
Adopted,-,all,0,0,1,0,-,-,False,tvSeries,Comedy,7.6
Adopted,-,all,0,0,1,0,-,-,False,movie,Documentary,6.6
Adopted,-,all,0,0,1,0,-,-,False,movie,"Drama,Horror",-
Adopted,-,all,0,0,1,0,-,-,False,movie,Documentary,-
Adopted,-,all,0,0,1,0,-,-,False,movie,Comedy,4.2
Air Marshall,-,18+,0,0,1,0,-,-,False,-,-,-
Amazing Grace,-,all,0,1,0,0,-,-,False,movie,"Biography,Drama,History",7.4
Amazing Grace,-,all,0,1,0,0,-,-,False,movie,Comedy,5.9
Amazing Grace,-,all,0,1,0,0,-,-,False,movie,"Documentary,Music",7.6
Amazing Grace,-,all,0,1,0,0,-,-,False,tvSeries,Drama,4.2
Amazing Grace,-,all,0,1,0,0,-,-,False,movie,\N,6.3
Angel Town,-,18+,0,0,1,0,-,-,False,tvSeries,Crime,-
Angel Town,-,18+,0,0,1,0,-,-,False,movie,"Action,Drama",5.0
Antisocial 2,-,-,0,0,1,0,-,-,False,movie,Horror,4.6
Astronomy Club: The Sketch Show,2019,18+,1,0,0,0,Netflix,Worldwide,True,-,-,-
Atelier Escha & Logy : Alchemists of the Dusk Sky,-,16+,0,1,0,0,-,-,False,-,-,-
BONDING,2019,-,-,-,-,-,-,-,False,-,-,-
Badass Monster Killer,-,-,0,0,1,0,-,-,False,movie,"Action,Comedy,Horror",5.2
Bangkok Traffic Love Story,-,7+,1,0,0,0,-,-,False,-,-,-
Barbie: The Princess & The Popstar,-,all,1,0,0,0,-,-,False,-,-,-
Barfi!,2018,all,1,0,0,0,-,-,False,movie,"Comedy,Drama,Romance",8.1
Be-Be-Bears,2018,-,-,-,-,-,-,-,False,-,-,-
Beat Shazam,-,16+,0,1,0,0,-,-,False,tvSeries,"Game-Show,Music",6.2
Belle's Magical World,-,all,0,0,0,1,-,-,False,-,-,-
Blood Reunion,-,-,0,0,1,0,-,-,False,movie,Horror,4.8
Bloodwood Cannibals,-,18+,0,0,1,0,-,-,False,-,-,-
Bolivian Voices,-,-,0,0,1,0,-,-,False,-,-,-
Buzzard,-,-,0,0,1,0,-,-,False,movie,"Comedy,Drama,Horror",6.4
Capital Games,-,-,0,0,1,0,-,-,False,movie,Romance,5.4
Children of the Snow,-,16+,0,1,0,0,-,-,False,-,-,-
City of Vice,-,-,0,0,1,0,-,-,False,-,-,-
Classic Albums: Frank Zappa - Apostrophe (') Over-Nite Sensation,-,all,0,0,1,0,-,-,False,-,-,-
Cold Blood Canyon,-,13+,0,0,1,0,-,-,False,movie,"Crime,Drama,Horror",4.2
DC's Legends of Tomorrow,2019,16+,1,0,0,0,-,-,False,-,-,-
Damages,-,18+,0,1,0,0,-,-,False,tvSeries,"Crime,Drama,Mystery",8.1
Damages,-,18+,0,1,0,0,-,-,False,movie,Horror,-
Dennis and Gnasher Unleashed,2019,-,-,-,-,-,-,-,False,-,-,-
Disappearances,-,13+,0,0,1,0,-,-,False,movie,"Action,Adventure,Drama",4.9
Downton Abbey,-,16+,0,0,1,0,-,-,False,tvSeries,"Drama,Romance",8.7
Downton Abbey,-,16+,0,0,1,0,-,-,False,movie,"Drama,Romance",7.7
Dragon Eyes,-,18+,0,0,1,0,-,-,False,movie,"Action,Crime,Drama",4.5
DragonBlade: The Legend of Lang,-,-,0,0,1,0,-,-,False,-,-,-
Enter the Jungle,-,-,0,0,1,0,-,-,False,-,-,-
Exte: Hair Extensions,-,18+,0,0,1,0,-,-,False,-,-,-
Father's Day,-,18+,0,0,1,0,-,-,False,tvSeries,Comedy,6.5
Father's Day,-,18+,0,0,1,0,-,-,False,movie,Drama,-
Father's Day,-,18+,0,0,1,0,-,-,False,movie,Horror,-
Father's Day,-,18+,0,0,1,0,-,-,False,movie,"Action,Comedy,Horror",6.0
Father's Day,-,18+,0,0,1,0,-,-,False,movie,Drama,-
Father's Day,-,18+,0,0,1,0,-,-,False,movie,"Horror,Thriller",5.5
Father's Day,-,18+,0,0,1,0,-,-,False,movie,Drama,-
Father's Day,-,18+,0,0,1,0,-,-,False,movie,Animation,3.5
"Fireworks, Should We See It from the Side or the Bottom?",-,13+,1,0,0,0,-,-,False,-,-,-
Freaky Friday,-,7+,0,0,0,1,-,-,False,movie,"Comedy,Family,Fantasy",6.3
Freaky Friday,-,7+,0,0,0,1,-,-,False,movie,"Comedy,Family,Fantasy",6.1
Friends (With Benefits),-,-,0,0,1,0,-,-,False,movie,"Comedy,Romance",5.2
Ghoul School,-,-,0,0,1,0,-,-,False,-,-,-
Gia,-,18+,0,0,1,0,-,-,False,movie,Documentary,-
Haapus,2018,-,0,0,1,0,-,-,False,movie,Comedy,7.3
Hannibal,-,18+,0,0,1,0,-,-,False,movie,\N,5.1
Hannibal,-,18+,0,0,1,0,-,-,False,tvSeries,"Crime,Drama,Horror",8.5
Hannibal,-,18+,0,0,1,0,-,-,False,movie,\N,-
Hannibal,-,18+,0,0,1,0,-,-,False,movie,"Crime,Drama,Thriller",6.8
Heidi,-,all,0,0,1,0,-,-,False,tvSeries,"Adventure,Animation,Drama",6.7
Heidi,-,all,0,0,1,0,-,-,False,movie,"Drama,Family",6.8
Heidi,-,all,0,0,1,0,-,-,False,movie,"Adventure,Drama,Family",7.4
Heidi,-,all,0,0,1,0,-,-,False,movie,Adult,6.2
Heidi,-,all,0,0,1,0,-,-,False,tvSeries,\N,-
Heidi,-,all,0,0,1,0,-,-,False,movie,"Animation,Comedy,Family",5.8
Heidi,-,all,0,0,1,0,-,-,False,tvSeries,\N,-
Heidi,-,all,0,0,1,0,-,-,False,movie,Family,-
Heidi,-,all,0,0,1,0,-,-,False,tvSeries,"Drama,Family",7.0
Heidi,-,all,0,0,1,0,-,-,False,movie,"Comedy,Drama,Family",5.4
Heidi,-,all,0,0,1,0,-,-,False,movie,Drama,6.8
Heidi,-,all,0,0,1,0,-,-,False,movie,"Drama,Family",6.6
Heidi,-,all,0,0,1,0,-,-,False,movie,Horror,4.6
Heidi,-,all,0,0,1,0,-,-,False,tvSeries,Drama,-
Heidi,-,all,0,0,1,0,-,-,False,movie,"Drama,Family,Musical",7.3
Heidi,-,all,0,0,1,0,-,-,False,movie,"Drama,Family",6.5
Hoppy Serves A Writ,-,-,0,0,1,0,-,-,False,-,-,-
"Houston, We Have a Problem!",2017,-,1,0,0,0,-,-,False,-,-,-
Hush Money,-,18+,0,0,1,0,-,-,False,movie,"Drama,Thriller",6.0
Hush Money,-,18+,0,0,1,0,-,-,False,movie,Drama,-
Hush Money,-,18+,0,0,1,0,-,-,False,movie,"Comedy,Drama",6.6
Hush Money,-,18+,0,0,1,0,-,-,False,tvSeries,Game-Show,-
Hush Money,-,18+,0,0,1,0,-,-,False,movie,"Action,Comedy,Romance",-
Iliza Shlesinger: War Paint,2013,-,1,0,1,0,-,-,False,-,-,-
In Memoriam Alexander Litvinenko,-,-,0,0,1,0,-,-,False,movie,Documentary,-
Invisible Essence: The Little Prince,2019,-,1,0,0,0,-,-,False,movie,Documentary,7.6
Iron Fists and Kung-Fu Kicks,2019,-,-,-,-,-,-,-,False,-,-,-
It Came from the Desert,-,-,0,1,1,0,-,-,False,movie,"Action,Adventure,Comedy",4.2
Jin-Roh: The Wolf Brigade,-,18+,0,0,1,0,-,-,False,-,-,-
John Carter,2019,13+,0,0,0,1,-,-,False,movie,"Action,Adventure,Sci-Fi",6.6
Josh Blue: Sticky Change,-,18+,0,0,1,0,-,-,False,-,-,-
Kid from Kwangtung,-,18+,0,0,1,0,-,-,False,-,-,-
Law & Order: Special Victims Unit,-,16+,1,1,1,0,-,-,False,tvSeries,"Crime,Drama,Mystery",8.0
Lawless: Dead Evidence,-,18+,0,0,1,0,-,-,False,-,-,-
Let Me In,-,18+,0,1,0,0,-,-,False,movie,"Drama,Fantasy,Horror",7.1
Let Me In,-,18+,0,1,0,0,-,-,False,movie,Horror,4.8
Ley Lines,-,-,0,0,1,0,-,-,False,movie,\N,7.1
Little Woods,-,18+,0,1,0,0,-,-,False,movie,"Crime,Drama,Western",6.1
Living Among Us,-,18+,0,0,1,0,-,-,False,movie,"Comedy,Fantasy,Horror",5.2
Lost Voyage,-,18+,0,0,1,0,-,-,False,-,-,-
Louis Theroux: Miami Mega-Jail,-,18+,1,0,0,0,-,-,False,-,-,-
Maron,-,-,-,-,-,-,-,-,False,tvSeries,Comedy,7.7
Misbehaving Husbands,-,-,0,0,1,0,-,-,False,movie,"Comedy,Romance",5.4
Miso Hungry,-,13+,0,0,1,0,-,-,False,movie,Documentary,7.1
Mumbai Delhi Mumbai,2017,-,-,-,-,-,-,-,False,movie,"Comedy,Romance",5.8
My Outlaw Brother,-,-,0,0,1,0,-,-,False,movie,"Action,Romance,Western",5.1
My Wife and My Wifey,2019,-,1,0,0,0,-,-,False,-,-,-
Night Train,-,13+,0,0,1,0,-,-,False,movie,\N,-
Night Train,-,13+,0,0,1,0,-,-,False,movie,Drama,5.8
Night Train,-,13+,0,0,1,0,-,-,False,movie,"Drama,Romance,Thriller",6.3
Night Train,-,13+,0,0,1,0,-,-,False,movie,"Crime,Horror,Mystery",5.7
Night Train,-,13+,0,0,1,0,-,-,False,tvSeries,Music,-
Night Train,-,13+,0,0,1,0,-,-,False,movie,"Biography,Documentary",-
North Dallas Forty,-,18+,0,0,1,0,-,-,False,movie,"Comedy,Drama,Sport",6.9
One Mic Stand,-,-,0,0,1,0,-,-,False,tvSeries,Comedy,7.6
Only When I Laugh,-,18+,0,0,1,0,-,-,False,tvSeries,Comedy,6.7
Only When I Laugh,-,18+,0,0,1,0,-,-,False,movie,"Comedy,Drama",6.4
Our Sons,-,-,0,0,1,0,-,-,False,-,-,-
Outbreak Company,-,16+,0,1,0,0,-,-,False,tvSeries,"Animation,Comedy,Drama",7.0
Paigham,-,-,0,0,1,0,-,-,False,movie,Drama,6.8
Paigham,-,-,0,0,1,0,-,-,False,movie,Fantasy,-
Pandora's Promise,-,-,0,0,1,0,-,-,False,movie,Documentary,7.4
Perfect Piece,-,-,0,0,1,0,-,-,False,movie,"Comedy,Drama,Family",4.2
Play the Devil,-,18+,0,0,1,0,-,-,False,movie,Drama,5.5
Queens of Heart: Community Therapists in Drag,-,-,0,0,1,0,-,-,False,movie,"Biography,Documentary,Family",4.5
Racetime,-,7+,0,1,0,0,-,-,False,movie,"Adventure,Animation,Comedy",5.4
Ratatouille,-,all,0,0,0,1,-,-,False,movie,"Adventure,Animation,Comedy",8.0
Run Boy Run,-,-,0,0,1,0,-,-,False,-,-,-
Satte Pe Satta,2019,-,1,0,1,0,-,-,False,movie,"Action,Comedy,Drama",7.2
Saving Mr. Banks,2019,13+,1,0,0,1,-,-,False,movie,"Biography,Comedy,Drama",7.5
Screwballs,-,18+,0,0,1,0,-,-,False,movie,"Action,Comedy,Romance",-
Screwballs,-,18+,0,0,1,0,-,-,False,movie,Comedy,4.7
Secrets of Archeology,-,-,0,0,1,0,-,-,False,-,-,-
Sherlock Gnomes,-,7+,0,1,1,0,-,-,False,movie,"Adventure,Animation,Comedy",5.1
Sins of My Father,-,-,0,0,1,0,-,-,False,-,-,-
Step Dave,-,all,0,0,1,0,-,-,False,tvSeries,"Comedy,Romance",7.6
Stephen Fry in America,-,7+,1,0,0,0,-,-,False,-,-,-
Summer of Blood,-,-,0,0,1,0,-,-,False,movie,"Comedy,Horror",5.4
Supernoobs,-,7+,0,1,0,0,-,-,False,tvSeries,"Action,Animation,Comedy",3.5
Texas Cotton,-,-,0,0,1,0,-,-,False,movie,"Crime,Mystery,Western",5.1
The Appeared,-,18+,0,1,0,0,-,-,False,-,-,-
The Botany of Desire,-,16+,0,0,1,0,-,-,False,-,-,-
The Crimean War,-,-,0,0,1,0,-,-,False,movie,Documentary,7.6
The Deflowering of Eva van End,-,18+,0,0,1,0,-,-,False,-,-,-
The Game Changers,2019,-,1,0,0,0,-,-,False,movie,Documentary,8.3
The Great British Baking Show,2019,-,-,-,-,-,-,-,False,-,-,-
The Innocence Files,-,-,1,0,0,0,Netflix,Worldwide,True,-,-,-
The Last White Knight,-,18+,0,0,1,0,-,-,False,movie,"Biography,Documentary,History",7.2
The Midwife,-,-,0,0,1,0,-,-,False,-,-,-
The Road to Calvary,2018,7+,1,0,0,0,-,-,False,-,-,-
The Suite Life of Zack & Cody,-,all,0,0,0,1,-,-,False,tvSeries,"Comedy,Family",6.4
The Vampire Bat,-,-,0,0,1,0,-,-,False,movie,"Drama,Horror,Mystery",5.7
The View From Here,-,-,0,0,1,0,-,-,False,movie,Romance,-
The Woman in the Fifth,-,18+,0,0,1,0,-,-,False,-,-,-
Time to Hunt,-,-,1,0,0,0,Netflix,Worldwide,True,-,-,-
To Love-Ru,-,18+,0,1,0,0,-,-,False,-,-,-
To the Bone,2017,18+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,6.8
Totem: The Return of the G'psgolox Pole,-,-,0,0,1,0,-,-,False,movie,Documentary,6.9
Toy Story 2,-,all,0,0,0,1,-,-,False,movie,"Adventure,Animation,Comedy",7.9
Under the Eiffel Tower,2019,-,1,0,0,0,-,-,False,movie,Romance,4.9
Wayward Pines,-,16+,0,1,0,0,-,-,False,tvSeries,"Drama,Mystery,Sci-Fi",7.4
Wet Hot American Summer: 10 Years Later,-,18+,1,0,0,0,-,-,False,-,-,-
What Ever Happened to Baby Jane?,-,-,0,0,1,0,-,-,False,movie,"Drama,Horror,Thriller",8.1
What Ever Happened to Baby Jane?,-,-,0,0,1,0,-,-,False,movie,"Drama,Thriller",-
Yol Arkadaşım,-,13+,1,0,0,0,-,-,False,-,-,-
You Changed My Life,2019,-,1,0,0,0,-,-,False,movie,"Comedy,Drama,Romance",6.5
Çarsi Pazar,2017,-,-,-,-,-,-,-,False,movie,Comedy,5.3
"""""""Hoshino Gen Dome Tour """"""""POP VIRUS"""""""" at Tokyo Dome""""""",-,-,1,0,0,0,-,-,False,-,-,-
365 Nights in Hollywood,-,-,0,0,1,0,-,-,False,movie,"Comedy,Music,Romance",5.7
A Triumph of the Heart: The Ricky Bell Story,-,-,1,0,0,0,-,-,False,-,-,-
A Young Man With High Potential,-,-,0,0,1,0,-,-,False,-,-,-
Adventure Scouts,-,-,0,0,1,0,-,-,False,movie,"Action,Adventure,Comedy",5.9
Alba's Cuban Kitchen,-,-,0,0,1,0,-,-,False,tvSeries,Reality-TV,-
Alex and Leo,-,18+,0,0,1,0,-,-,False,-,-,-
All Cheerleaders Die,-,-,0,0,1,0,-,-,False,movie,"Comedy,Fantasy,Horror",5.1
All Hallows' Eve,2017,18+,0,0,1,0,-,-,False,movie,Family,5.2
All Hallows' Eve,2017,18+,0,0,1,0,-,-,False,movie,"Fantasy,Horror,Thriller",-
All Hallows' Eve,2017,18+,0,0,1,0,-,-,False,movie,"Horror,Thriller",5.0
All In,-,18+,0,0,1,0,-,-,False,movie,Comedy,6.2
All In,-,18+,0,0,1,0,-,-,False,movie,"Crime,Drama",-
All In,-,18+,0,0,1,0,-,-,False,movie,Action,-
All In,-,18+,0,0,1,0,-,-,False,movie,Comedy,-
All In,-,18+,0,0,1,0,-,-,False,movie,\N,-
All In,-,18+,0,0,1,0,-,-,False,movie,Drama,3.7
All In,-,18+,0,0,1,0,-,-,False,movie,Family,-
All In,-,18+,0,0,1,0,-,-,False,movie,Drama,-
All In,-,18+,0,0,1,0,-,-,False,movie,"Crime,Drama,Thriller",6.4
All In,-,18+,0,0,1,0,-,-,False,movie,"Drama,Romance",-
All In,-,18+,0,0,1,0,-,-,False,tvSeries,"Action,Drama,Romance",7.8
All In,-,18+,0,0,1,0,-,-,False,movie,Drama,-
All In,-,18+,0,0,1,0,-,-,False,tvSeries,Comedy,-
All In,-,18+,0,0,1,0,-,-,False,movie,Documentary,-
All In,-,18+,0,0,1,0,-,-,False,movie,Comedy,6.3
All or Nothing: The Michigan Wolverines,-,-,0,0,1,0,-,-,False,-,-,-
Anna,-,18+,0,0,1,0,-,-,False,movie,\N,-
Anna,-,18+,0,0,1,0,-,-,False,movie,Biography,4.9
Anna,-,18+,0,0,1,0,-,-,False,movie,"Drama,Romance",6.7
Anna,-,18+,0,0,1,0,-,-,False,movie,"Drama,Romance",-
Anna,-,18+,0,0,1,0,-,-,False,tvSeries,Family,7.9
Anna,-,18+,0,0,1,0,-,-,False,movie,Documentary,6.5
Anna,-,18+,0,0,1,0,-,-,False,movie,Horror,2.4
Anna,-,18+,0,0,1,0,-,-,False,movie,"Crime,Drama,Thriller",5.6
Anna,-,18+,0,0,1,0,-,-,False,movie,"Drama,Mystery,Sci-Fi",6.5
Anna,-,18+,0,0,1,0,-,-,False,movie,Drama,6.8
Anna,-,18+,0,0,1,0,-,-,False,tvSeries,Comedy,-
Anna,-,18+,0,0,1,0,-,-,False,movie,Drama,6.5
Anna,-,18+,0,0,1,0,-,-,False,movie,Drama,5.7
Anna,-,18+,0,0,1,0,-,-,False,movie,Drama,6.6
Anna,-,18+,0,0,1,0,-,-,False,movie,Action,7.0
Anna,-,18+,0,0,1,0,-,-,False,tvSeries,Drama,-
Anna,-,18+,0,0,1,0,-,-,False,movie,\N,-
Anna,-,18+,0,0,1,0,-,-,False,movie,Documentary,8.1
Anna,-,18+,0,0,1,0,-,-,False,movie,"Biography,Documentary",-
Anna,-,18+,0,0,1,0,-,-,False,movie,History,-
Anna,-,18+,0,0,1,0,-,-,False,movie,"Drama,Family,Music",5.7
Anna,-,18+,0,0,1,0,-,-,False,tvSeries,\N,-
Anna,-,18+,0,0,1,0,-,-,False,movie,"Action,Thriller",6.6
Anna,-,18+,0,0,1,0,-,-,False,movie,Comedy,-
Anna,-,18+,0,0,1,0,-,-,False,movie,Drama,4.8
Anna,-,18+,0,0,1,0,-,-,False,movie,\N,-
Anna,-,18+,0,0,1,0,-,-,False,movie,Drama,4.8
Ant-Man and the Wasp,2019,13+,1,0,0,0,-,-,False,movie,"Action,Adventure,Comedy",7.1
Baghdad ER,-,18+,0,0,1,0,-,-,False,-,-,-
Battledogs,-,16+,0,0,1,0,-,-,False,-,-,-
Black List,-,-,0,0,1,0,-,-,False,-,-,-
Black Moon Rising,-,18+,0,0,1,0,-,-,False,movie,"Action,Thriller",5.5
Blackmail,-,-,0,0,1,0,-,-,False,movie,Action,-
Blackmail,-,-,0,0,1,0,-,-,False,movie,Crime,-
Blackmail,-,-,0,0,1,0,-,-,False,movie,"Action,Crime,Film-Noir",5.9
Blackmail,-,-,0,0,1,0,-,-,False,movie,"Comedy,Thriller",7.0
Blackmail,-,-,0,0,1,0,-,-,False,movie,Action,-
Blackmail,-,-,0,0,1,0,-,-,False,tvSeries,"Drama,Horror,Mystery",-
Blackmail,-,-,0,0,1,0,-,-,False,movie,"Crime,Film-Noir,Thriller",7.0
Blackmail,-,-,0,0,1,0,-,-,False,tvSeries,Drama,8.1
Blackmail,-,-,0,0,1,0,-,-,False,movie,Adult,-
Blackmail,-,-,0,0,1,0,-,-,False,movie,"Drama,Horror,Mystery",-
Blackmail,-,-,0,0,1,0,-,-,False,movie,"Action,Drama,Thriller",4.1
Blackmail,-,-,0,0,1,0,-,-,False,movie,"Action,Comedy",4.4
Blackmail,-,-,0,0,1,0,-,-,False,movie,Drama,-
Blackmail,-,-,0,0,1,0,-,-,False,movie,"Crime,Drama,Thriller",6.8
Bloodbath in Psycho Town,-,18+,0,0,1,0,-,-,False,movie,Horror,3.5
Bram Stoker's Legend of the Mummy,-,18+,0,0,1,0,-,-,False,-,-,-
Brink!,-,all,0,0,0,1,-,-,False,-,-,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Drama,Thriller",8.1
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Drama,Thriller",5.1
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,8.3
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,tvSeries,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Drama,Romance",7.3
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Action,Adventure,Drama",4.7
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Crime,Drama",5.0
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Thriller,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Drama,Thriller",-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Action,Drama,Thriller",-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Crime,Drama,Thriller",6.9
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,tvSeries,Comedy,6.2
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Horror,Thriller",4.7
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Romance,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,6.6
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Drama,Thriller",5.5
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Crime,Drama,Thriller",-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,tvSeries,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Sci-Fi,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,tvSeries,Action,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Biography,Documentary,Drama",-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Drama,Romance",-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,tvSeries,Documentary,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Action,Drama",8.3
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Comedy,7.9
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Documentary,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,tvSeries,Drama,8.1
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,Drama,-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Horror,Thriller",-
Broken,2019,16+,1,0,0,0,Netflix,Worldwide,True,movie,"Comedy,Drama,Family",8.1
